time_of_build_graph(sec),time_of_algo(sec),#comm,modularity,NMI
0.000121,0.000504,11,0.602536,0.251115
0.000124,0.000642,11,0.601206,0.254847
0.000125,0.000881,11,0.586177,0.259437
0.000135,0.00076,10,0.604088,0.227257
0.000274,0.001104,10,0.593361,0.236548
0.000122,0.00065,11,0.604562,0.261727
0.000125,0.000672,12,0.602366,0.275914
0.000124,0.00074,10,0.605703,0.251177
0.000123,0.000765,11,0.604562,0.261727
0.000125,0.000763,9,0.572737,0.212372
0.000124,0.000608,10,0.571298,0.223495
0.000122,0.000896,11,0.604338,0.26943
0.000122,0.001034,13,0.582117,0.285892
0.000121,0.000762,10,0.601962,0.24473
0.000155,0.000573,10,0.603316,0.250191
0.000121,0.000611,10,0.603569,0.220768
0.000124,0.000791,9,0.561602,0.21667
0.000205,0.00102,12,0.584932,0.277678
0.000122,0.000504,13,0.578452,0.291282
0.000123,0.000624,11,0.5953,0.258045
0.000127,0.000526,11,0.604421,0.256019
0.000321,0.00063,11,0.574944,0.265571
0.000122,0.0005,11,0.597123,0.245082
0.000121,0.000881,10,0.577392,0.244484
0.000123,0.000523,11,0.601206,0.254847
0.000119,0.001557,10,0.582835,0.240593
0.000792,0.004494,9,0.574237,0.200945
0.00015,0.000697,11,0.584479,0.249323
0.00012,0.000734,11,0.604562,0.261727
0.00018,0.000917,11,0.570707,0.27117
0.00012,0.000624,11,0.604562,0.261727
0.00012,0.001505,12,0.57943,0.274623
0.000118,0.000588,9,0.581044,0.221945
0.00025,0.000768,10,0.591633,0.224443
0.000124,0.000981,10,0.604005,0.24087
0.000122,0.000626,11,0.603731,0.258074
0.000124,0.000644,11,0.58459,0.253721
0.000143,0.000679,11,0.604338,0.26943
0.00012,0.001412,13,0.582347,0.291816
0.000132,0.000485,12,0.584933,0.277678
0.000361,0.000737,11,0.60049,0.257113
0.000119,0.000499,12,0.602366,0.275914
0.00012,0.001171,11,0.582903,0.256934
0.000119,0.000612,9,0.590625,0.204941
0.000118,0.000627,11,0.584479,0.249323
0.00012,0.001285,12,0.560858,0.265803
0.000337,0.001247,11,0.583273,0.232258
0.000121,0.000882,10,0.591128,0.22608
0.000119,0.00049,12,0.580679,0.271898
0.00012,0.000495,13,0.582468,0.292242
0.00012,0.001177,11,0.572384,0.255958
0.000173,0.000754,11,0.602033,0.247949
0.000118,0.000505,12,0.602366,0.275914
0.000119,0.000477,10,0.584222,0.229105
0.000248,0.000802,10,0.589611,0.229607
0.000139,0.00062,12,0.577734,0.265201
0.000128,0.000606,9,0.567506,0.225582
0.000121,0.000509,11,0.602033,0.247949
0.000123,0.000746,10,0.605703,0.251177
0.00012,0.000615,12,0.602366,0.275914
0.000397,0.001056,11,0.604338,0.26943
0.000122,0.000617,11,0.582412,0.27084
0.000169,0.000806,10,0.580668,0.246321
0.000121,0.001301,10,0.605927,0.243344
0.00012,0.00071,9,0.592884,0.247688
0.000116,0.000757,12,0.584811,0.27724
0.000124,0.000495,12,0.602366,0.275914
0.000125,0.000506,11,0.60442,0.256019
0.00013,0.000489,12,0.570188,0.270479
0.000122,0.000789,12,0.555907,0.270379
0.000126,0.000605,10,0.603316,0.250191
0.000124,0.000518,11,0.577449,0.258508
0.000123,0.000504,12,0.602366,0.275914
0.000123,0.000764,11,0.604562,0.261728
0.000125,0.000609,11,0.584866,0.253589
0.000126,0.000625,11,0.585537,0.248576
0.000802,0.00298,11,0.57267,0.274002
0.000131,0.001963,11,0.580665,0.264648
0.000122,0.00051,11,0.574635,0.267447
0.000118,0.000489,10,0.603316,0.250191
0.000352,0.001645,12,0.584811,0.27724
0.000123,0.000625,10,0.602185,0.236846
0.000125,0.001537,11,0.553599,0.254285
0.000126,0.001215,11,0.604338,0.26943
0.000122,0.000767,11,0.592373,0.230318
0.000121,0.000748,11,0.604562,0.261727
0.000123,0.000789,12,0.584811,0.27724
0.000124,0.000758,12,0.555643,0.273817
0.000131,0.001142,12,0.576695,0.272786
0.000123,0.002397,10,0.602334,0.241743
0.000122,0.00061,10,0.590713,0.238626
0.000128,0.000645,13,0.561069,0.292577
0.000125,0.000509,13,0.578452,0.291282
0.000359,0.002259,8,0.595234,0.21848
0.000124,0.000652,12,0.584933,0.277678
0.000295,0.001054,11,0.604562,0.261727
0.000124,0.000607,10,0.595865,0.249919
0.000121,0.000875,10,0.601429,0.253718
0.000123,0.000823,12,0.602366,0.275914
0.000127,0.000632,9,0.600684,0.210393
0.000128,0.000638,10,0.601067,0.236522
0.000129,0.000526,11,0.584591,0.253721
0.000125,0.000623,10,0.603316,0.250191
0.000124,0.000622,11,0.604338,0.26943
0.00012,0.000487,11,0.59393,0.254296
0.000129,0.001018,10,0.59182,0.237018
0.000126,0.000484,12,0.602366,0.275914
0.000125,0.000629,12,0.576872,0.278666
0.000118,0.000771,12,0.580439,0.272166
0.000122,0.000637,10,0.601376,0.229156
0.000356,0.001898,8,0.586282,0.179522
0.000137,0.000489,10,0.599513,0.240248
0.000122,0.000871,10,0.602334,0.241743
0.000123,0.000624,10,0.599298,0.258643
0.000121,0.000508,12,0.602366,0.275914
0.000121,0.000763,12,0.582136,0.265122
0.000125,0.000764,12,0.584932,0.277678
0.00012,0.001124,13,0.561069,0.292577
0.000129,0.001222,13,0.55833,0.294369
0.000118,0.000605,11,0.582556,0.253609
0.000117,0.000499,9,0.588137,0.223082
0.000118,0.000501,10,0.604732,0.236194
0.000297,0.002352,9,0.580959,0.219994
0.000121,0.000481,11,0.602536,0.251115
0.000122,0.000515,10,0.604732,0.236194
0.000139,0.000536,9,0.596413,0.207139
