time_of_build_graph(sec),time_of_algo(sec),#comm,modularity,NMI
0.000171,0.000872,4,0.429895,0.550164
9.6e-05,0.000431,2,0.450772,0.544212
9.6e-05,0.00051,3,0.452247,0.563573
0.000283,0.000965,3,0.457739,0.589386
9.8e-05,0.000544,3,0.452247,0.563573
9.7e-05,0.000554,3,0.457739,0.589386
9.9e-05,0.000463,3,0.452247,0.563573
9.7e-05,0.000443,3,0.452247,0.563573
9.8e-05,0.000482,3,0.452247,0.563573
0.000169,0.000769,3,0.434683,0.554277
0.000473,0.000854,3,0.457739,0.589386
9.9e-05,0.000487,3,0.452247,0.563573
0.000285,0.001461,3,0.452247,0.563573
9.8e-05,0.000582,2,0.450772,0.544212
9.9e-05,0.000485,3,0.452247,0.563573
9.8e-05,0.000542,3,0.452247,0.563573
9.9e-05,0.000482,3,0.452247,0.563573
0.0001,0.000441,2,0.450772,0.544212
9.9e-05,0.000436,3,0.452247,0.563573
9.8e-05,0.000489,3,0.452247,0.563573
9.8e-05,0.000444,2,0.450772,0.544212
9.8e-05,0.000473,3,0.457739,0.589386
0.000103,0.000497,2,0.450772,0.544212
9.7e-05,0.000462,3,0.452247,0.563573
0.000103,0.000478,3,0.457739,0.589386
0.0001,0.000478,3,0.452247,0.563573
9.7e-05,0.000447,3,0.457739,0.589386
9.9e-05,0.000456,3,0.457739,0.589386
0.0001,0.000464,2,0.450772,0.544212
9.9e-05,0.000611,3,0.42842,0.530686
0.000104,0.000621,3,0.457739,0.589386
0.000104,0.000491,3,0.452247,0.563573
0.000118,0.000573,3,0.457739,0.589386
0.00011,0.000716,2,0.450772,0.544212
0.000102,0.000413,3,0.452247,0.563573
0.000102,0.000535,3,0.457739,0.589386
0.0001,0.000479,3,0.452247,0.563573
0.0001,0.000506,2,0.450772,0.544212
0.000101,0.000483,2,0.456479,0.568371
0.000101,0.000558,4,0.429895,0.550164
0.000105,0.000427,3,0.457739,0.589386
0.000107,0.000473,3,0.452247,0.563573
0.000105,0.00052,3,0.457739,0.589386
0.000106,0.000527,3,0.457739,0.589386
0.000103,0.000589,3,0.452247,0.563573
0.000107,0.000481,3,0.452247,0.563573
0.000102,0.000498,3,0.452247,0.563573
0.000105,0.00046,3,0.452247,0.563573
0.000105,0.00048,3,0.452247,0.563573
0.0001,0.00045,3,0.452247,0.563573
0.000113,0.000473,3,0.452247,0.563573
0.000107,0.000455,3,0.452247,0.563573
0.000107,0.000462,3,0.452247,0.563573
0.000104,0.000475,3,0.457739,0.589386
0.000109,0.000582,4,0.429895,0.550164
0.000105,0.000776,3,0.457739,0.589386
9.9e-05,0.000506,2,0.456479,0.568371
0.000106,0.000909,3,0.452247,0.563573
0.0001,0.000466,3,0.452247,0.563573
0.000103,0.000488,3,0.457739,0.589386
0.000103,0.000441,3,0.452247,0.563573
0.000101,0.000432,3,0.452247,0.563573
0.000109,0.000466,3,0.452247,0.563573
