time_of_build_graph(sec),time_of_algo(sec),#comm,modularity,NMI
3.39519e-313,0.002251,4,0.404997,0.580551
3.39519e-313,0.001927,4,0.41979,0.687263
3.39519e-313,0.002157,4,0.417242,0.593038
3.39519e-313,0.001951,4,0.415105,0.707135
3.39519e-313,0.002122,4,0.415105,0.707135
3.39519e-313,0.002236,4,0.408695,0.530471
3.39519e-313,0.002089,4,0.417406,0.695622
3.39519e-313,0.001898,4,0.415598,0.602145
3.39519e-313,0.002182,4,0.41979,0.687263
3.39519e-313,0.002041,4,0.417242,0.593038
3.39519e-313,0.002213,4,0.418803,0.586635
3.39519e-313,0.002072,4,0.41979,0.687263
3.39519e-313,0.001997,4,0.392012,0.596965
3.39519e-313,0.002159,4,0.415105,0.707135
3.39519e-313,0.002122,4,0.406969,0.67826
3.39519e-313,0.002184,4,0.417242,0.593038
3.39519e-313,0.002065,4,0.406969,0.67826
3.39519e-313,0.00218,4,0.41979,0.687263
3.39519e-313,0.0022,4,0.418803,0.586635
3.39519e-313,0.001626,4,0.418803,0.586635
3.39519e-313,0.001734,4,0.418803,0.586635
3.39519e-313,0.00223,4,0.418803,0.586635
3.39519e-313,0.001942,4,0.376151,0.595559
3.39519e-313,0.001939,4,0.418803,0.586635
3.39519e-313,0.002096,4,0.398093,0.592773
3.39519e-313,0.00262,4,0.404997,0.580551
3.39519e-313,0.00245,4,0.417242,0.593038
3.39519e-313,0.001912,4,0.41979,0.687263
3.39519e-313,0.001077,4,0.418803,0.586635
3.39519e-313,0.001898,4,0.41979,0.687263
3.39519e-313,0.001862,4,0.417242,0.593038
3.39519e-313,0.002298,4,0.415105,0.707135
3.39519e-313,0.00122,4,0.41979,0.687263
3.39519e-313,0.001136,4,0.418803,0.586635
3.39519e-313,0.001122,4,0.415105,0.707135
3.39519e-313,0.000973,3,0.386999,0.686898
3.39519e-313,0.001074,4,0.41979,0.687263
3.39519e-313,0.001206,4,0.418803,0.586635
3.39519e-313,0.00105,4,0.397847,0.586662
3.39519e-313,0.001138,4,0.415598,0.602145
3.39519e-313,0.001241,4,0.417242,0.593038
3.39519e-313,0.001335,4,0.392012,0.596965
3.39519e-313,0.001212,4,0.392012,0.596965
3.39519e-313,0.001911,4,0.415598,0.602145
3.39519e-313,0.002279,4,0.41979,0.687263
3.39519e-313,0.002179,4,0.418803,0.586635
3.39519e-313,0.00186,4,0.392012,0.596965
3.39519e-313,0.002277,3,0.402038,0.699488
3.39519e-313,0.001772,4,0.418803,0.586635
3.39519e-313,0.002032,4,0.417406,0.695622
3.39519e-313,0.001468,4,0.417406,0.695622
3.39519e-313,0.001511,4,0.407216,0.488668
3.39519e-313,0.000193,4,0.41979,0.687263
3.39519e-313,0.000206,4,0.392012,0.596965
3.39519e-313,0.000234,4,0.418803,0.586635
3.39519e-313,0.00021,4,0.388396,0.60823
3.39519e-313,0.000195,4,0.41979,0.687263
3.39519e-313,0.000227,4,0.407216,0.585689
3.39519e-313,0.000204,4,0.41979,0.687263
3.39519e-313,0.000231,4,0.415598,0.602145
3.39519e-313,0.000192,4,0.41979,0.687263
3.39519e-313,0.00024,4,0.415598,0.602145
3.39519e-313,0.000197,4,0.41979,0.687263
3.39519e-313,0.000204,4,0.397436,0.583074
3.39519e-313,0.000193,4,0.41979,0.687263
3.39519e-313,0.000189,4,0.41979,0.687263
3.39519e-313,0.000203,4,0.41979,0.687263
3.39519e-313,0.000232,4,0.417242,0.593038
3.39519e-313,0.000196,4,0.418803,0.586635
3.39519e-313,0.000204,4,0.418803,0.586635
3.39519e-313,0.000204,4,0.41979,0.687263
3.39519e-313,0.0002,4,0.41979,0.687263
3.39519e-313,0.000224,4,0.41979,0.687263
3.39519e-313,0.000199,4,0.418803,0.586635
3.39519e-313,0.000194,3,0.402038,0.699488
3.39519e-313,0.000606,4,0.418803,0.586635
3.39519e-313,0.000237,4,0.408695,0.530471
3.39519e-313,0.000202,4,0.41979,0.687263
3.39519e-313,0.00024,4,0.41979,0.687263
3.39519e-313,0.000202,4,0.41979,0.687263
3.39519e-313,0.000235,4,0.400312,0.743544
3.39519e-313,0.000249,4,0.41979,0.687263
3.39519e-313,0.000566,4,0.418803,0.586635
3.39519e-313,0.000241,4,0.388396,0.60823
3.39519e-313,0.000238,4,0.408695,0.530471
3.39519e-313,0.0002,4,0.417242,0.593038
3.39519e-313,0.0002,4,0.397847,0.586662
3.39519e-313,0.000233,4,0.397436,0.583074
3.39519e-313,0.0002,4,0.417406,0.695622
3.39519e-313,0.000193,4,0.418803,0.586635
3.39519e-313,0.000202,4,0.41979,0.687263
3.39519e-313,0.000196,4,0.417242,0.593038
3.39519e-313,0.000661,4,0.417406,0.695622
3.39519e-313,0.000235,4,0.41979,0.687263
3.39519e-313,0.000202,4,0.402285,0.707135
3.39519e-313,0.000238,4,0.415598,0.602145
3.39519e-313,0.000193,4,0.41979,0.687263
