time_of_build_graph(sec),time_of_algo(sec),#comm,modularity,NMI
3.39519e-313,0.000984,8,0.589327,0.201896
3.39519e-313,0.00086,7,0.579605,0.15044
3.39519e-313,0.001193,8,0.581771,0.193305
3.39519e-313,0.001028,10,0.5971,0.245347
3.39519e-313,0.00093,9,0.586515,0.198298
3.39519e-313,0.000882,9,0.576302,0.216106
3.39519e-313,0.000834,8,0.603244,0.195791
3.39519e-313,0.001129,8,0.58477,0.205244
3.39519e-313,0.000971,9,0.60355,0.217562
3.39519e-313,0.000858,9,0.605623,0.199067
3.39519e-313,0.000786,9,0.592018,0.212627
3.39519e-313,0.000889,8,0.584858,0.18552
3.39519e-313,0.000875,9,0.599778,0.232724
3.39519e-313,0.000884,7,0.569442,0.176023
3.39519e-313,0.000901,8,0.585289,0.205952
3.39519e-313,0.002291,8,0.582701,0.203328
3.39519e-313,0.001945,8,0.58602,0.194353
3.39519e-313,0.001586,7,0.583674,0.178848
3.39519e-313,0.000937,6,0.56834,0.110309
3.39519e-313,0.000939,10,0.587906,0.236689
3.39519e-313,0.002245,8,0.590544,0.186128
3.39519e-313,0.001212,8,0.584922,0.202
3.39519e-313,0.000872,9,0.603183,0.243438
3.39519e-313,0.000808,9,0.575274,0.224657
3.39519e-313,0.000779,9,0.587273,0.20566
3.39519e-313,0.001424,8,0.603164,0.185639
3.39519e-313,0.000912,8,0.572398,0.217419
3.39519e-313,0.000935,8,0.594063,0.192208
3.39519e-313,0.000897,7,0.581308,0.165502
3.39519e-313,0.000909,8,0.580239,0.190835
3.39519e-313,0.001189,8,0.55895,0.194349
3.39519e-313,0.000887,8,0.582709,0.181495
3.39519e-313,0.000876,9,0.587356,0.215297
3.39519e-313,0.000871,9,0.59488,0.230351
3.39519e-313,0.00095,8,0.597339,0.192191
3.39519e-313,0.000921,9,0.592281,0.234998
3.39519e-313,0.002188,9,0.605623,0.199067
3.39519e-313,0.000878,8,0.589942,0.216937
3.39519e-313,0.000908,8,0.597712,0.206252
3.39519e-313,0.000939,9,0.558257,0.206121
3.39519e-313,0.00089,9,0.58052,0.218669
3.39519e-313,0.001175,10,0.605927,0.243344
3.39519e-313,0.002423,8,0.577431,0.205212
3.39519e-313,0.000894,8,0.596075,0.190407
3.39519e-313,0.000935,8,0.567487,0.198212
3.39519e-313,0.00081,9,0.594329,0.197963
3.39519e-313,0.000912,8,0.584798,0.205364
3.39519e-313,0.001467,8,0.57016,0.21271
3.39519e-313,0.000913,8,0.590514,0.183057
3.39519e-313,0.000964,8,0.576181,0.18838
3.39519e-313,0.000944,8,0.599616,0.19271
3.39519e-313,0.000877,9,0.601267,0.220622
3.39519e-313,0.000904,9,0.601158,0.205673
3.39519e-313,0.001085,8,0.586416,0.176843
3.39519e-313,0.00088,8,0.604519,0.191023
3.39519e-313,0.001079,8,0.58741,0.180283
3.39519e-313,0.000939,8,0.579627,0.18674
3.39519e-313,0.000889,7,0.576802,0.182337
3.39519e-313,0.000851,7,0.584956,0.201421
3.39519e-313,0.000755,8,0.598505,0.199946
3.39519e-313,0.000917,8,0.566373,0.170675
3.39519e-313,0.00215,9,0.571427,0.218521
3.39519e-313,0.00084,7,0.580734,0.170534
3.39519e-313,0.000873,7,0.579611,0.156189
3.39519e-313,0.000896,8,0.581002,0.189136
3.39519e-313,0.000871,8,0.590884,0.202134
3.39519e-313,0.000875,7,0.594854,0.191708
3.39519e-313,0.00079,10,0.588956,0.246128
3.39519e-313,0.000871,7,0.600666,0.177013
3.39519e-313,0.002316,9,0.600811,0.203182
3.39519e-313,0.002145,8,0.601698,0.190737
3.39519e-313,0.000948,7,0.571786,0.192422
3.39519e-313,0.00087,7,0.587751,0.153062
3.39519e-313,0.000915,9,0.586806,0.232389
3.39519e-313,0.000927,8,0.584134,0.18924
3.39519e-313,0.000922,10,0.595008,0.229322
3.39519e-313,0.000884,6,0.580752,0.155673
3.39519e-313,0.000891,8,0.585421,0.183139
3.39519e-313,0.000786,10,0.605927,0.243344
3.39519e-313,0.001743,7,0.582407,0.166473
3.39519e-313,0.001304,7,0.588739,0.163357
3.39519e-313,0.000773,8,0.587056,0.184378
3.39519e-313,0.000906,9,0.581997,0.191414
3.39519e-313,0.000883,7,0.585011,0.173143
3.39519e-313,0.000869,9,0.589967,0.201263
3.39519e-313,0.000854,9,0.59616,0.210783
3.39519e-313,0.001252,9,0.593766,0.220446
3.39519e-313,0.000835,8,0.579806,0.178908
3.39519e-313,0.00075,10,0.605703,0.251177
3.39519e-313,0.000878,9,0.605623,0.199067
3.39519e-313,0.000915,9,0.596224,0.196088
3.39519e-313,0.000852,8,0.589041,0.182593
3.39519e-313,0.000915,8,0.579253,0.16444
3.39519e-313,0.001329,7,0.600753,0.189166
3.39519e-313,0.001018,8,0.566333,0.207757
3.39519e-313,0.000906,8,0.578037,0.180926
3.39519e-313,0.000743,8,0.583937,0.181442
3.39519e-313,0.000878,9,0.590971,0.206619
3.39519e-313,0.000784,10,0.586012,0.229659
3.39519e-313,0.000879,9,0.603266,0.22951
3.39519e-313,0.002101,10,0.59648,0.242442
3.39519e-313,0.000922,9,0.573477,0.2133
3.39519e-313,0.000924,7,0.583982,0.215018
3.39519e-313,0.000843,8,0.58667,0.19753
3.39519e-313,0.000861,8,0.598149,0.184152
3.39519e-313,0.00076,9,0.589469,0.213059
3.39519e-313,0.000784,9,0.592538,0.224726
3.39519e-313,0.000874,9,0.589367,0.236217
3.39519e-313,0.000864,8,0.596711,0.174064
3.39519e-313,0.000917,9,0.602632,0.223816
3.39519e-313,0.001687,9,0.594963,0.234835
3.39519e-313,0.001954,6,0.582957,0.139241
3.39519e-313,0.000847,7,0.575741,0.182865
3.39519e-313,0.000786,10,0.603838,0.237374
3.39519e-313,0.001184,7,0.58388,0.15409
3.39519e-313,0.00091,8,0.585486,0.201493
3.39519e-313,0.000893,8,0.584496,0.21354
3.39519e-313,0.000894,8,0.591689,0.198057
3.39519e-313,0.000896,10,0.600045,0.225885
3.39519e-313,0.000865,7,0.58824,0.157735
3.39519e-313,0.00091,9,0.590625,0.198061
3.39519e-313,0.000905,7,0.595905,0.174302
3.39519e-313,0.000914,7,0.58248,0.173719
3.39519e-313,0.000869,8,0.588976,0.179989
3.39519e-313,0.000864,8,0.588807,0.179074
3.39519e-313,0.001432,9,0.605541,0.213015
3.39519e-313,0.000887,8,0.595462,0.181378
3.39519e-313,0.00086,9,0.604109,0.206513
3.39519e-313,0.000905,8,0.591979,0.182646
3.39519e-313,0.005268,8,0.586896,0.175316
3.39519e-313,0.000883,8,0.575061,0.19604
3.39519e-313,0.000774,8,0.56871,0.205145
3.39519e-313,0.000926,8,0.589426,0.185003
3.39519e-313,0.000902,8,0.58157,0.177022
3.39519e-313,0.000745,9,0.600684,0.210393
3.39519e-313,0.001285,9,0.602864,0.206045
3.39519e-313,0.000898,8,0.598177,0.193688
3.39519e-313,0.00196,8,0.572961,0.205215
3.39519e-313,0.000868,7,0.581167,0.137831
3.39519e-313,0.000857,8,0.587345,0.194037
3.39519e-313,0.000863,9,0.595907,0.22747
3.39519e-313,0.000791,9,0.588224,0.208984
3.39519e-313,0.000891,9,0.594146,0.216744
3.39519e-313,0.000885,8,0.583372,0.19668
3.39519e-313,0.000873,9,0.605764,0.20495
3.39519e-313,0.001892,8,0.571138,0.197277
3.39519e-313,0.000878,8,0.595205,0.215342
3.39519e-313,0.001725,8,0.595463,0.181128
3.39519e-313,0.000878,9,0.588363,0.230943
3.39519e-313,0.000835,8,0.595319,0.178495
3.39519e-313,0.000907,8,0.587517,0.19633
3.39519e-313,0.000882,9,0.591468,0.223406
3.39519e-313,0.00087,7,0.576905,0.166237
3.39519e-313,0.000875,8,0.59319,0.194126
3.39519e-313,0.000891,8,0.600824,0.189044
3.39519e-313,0.000836,9,0.594108,0.219026
3.39519e-313,0.000908,8,0.592017,0.212794
3.39519e-313,0.001419,8,0.562577,0.184217
3.39519e-313,0.000905,9,0.596248,0.227419
3.39519e-313,0.00088,8,0.593358,0.218596
