time_of_build_graph(sec),time_of_algo(sec),#comm,modularity,NMI
0.000102,0.00039,4,0.495563,0.567952
9.7e-05,0.000624,3,0.469128,0.562845
0.0001,0.000807,3,0.50056,0.574466
0.000215,0.002096,3,0.50056,0.574466
9.9e-05,0.000464,3,0.492241,0.541566
9.9e-05,0.000472,2,0.446398,0.524999
0.000101,0.000544,4,0.49141,0.5793
0.000104,0.000804,4,0.495563,0.567952
0.0001,0.000932,3,0.492241,0.541566
0.0001,0.000698,3,0.50056,0.574466
0.000102,0.001114,4,0.507821,0.548584
9.9e-05,0.000495,3,0.496576,0.586089
0.000101,0.002033,3,0.50056,0.574466
9.9e-05,0.000826,4,0.490763,0.593512
0.0001,0.000718,4,0.489932,0.593512
0.0001,0.000954,3,0.496576,0.586089
9.8e-05,0.000816,3,0.496576,0.586089
0.000104,0.000642,3,0.457739,0.589386
0.0003,0.000863,4,0.494226,0.523525
9.8e-05,0.000768,3,0.496576,0.586089
9.8e-05,0.000654,5,0.509618,0.495683
0.0001,0.000887,3,0.496576,0.586089
0.000296,0.002796,3,0.50056,0.574466
0.000301,0.001791,2,0.45689,0.597922
0.000102,0.000806,3,0.496576,0.586089
0.000102,0.000966,2,0.456479,0.568371
0.0001,0.000724,3,0.496576,0.586089
0.000101,0.00083,3,0.50056,0.574466
0.000102,0.000549,4,0.503882,0.559274
0.000102,0.00077,3,0.496576,0.586089
0.000101,0.000768,2,0.456849,0.597922
0.0001,0.001016,3,0.50056,0.574466
0.0001,0.000879,3,0.490475,0.513872
0.000102,0.000819,3,0.50056,0.574466
0.000106,0.000629,2,0.45689,0.597922
9.8e-05,0.000819,2,0.456479,0.568371
0.000104,0.000981,2,0.456479,0.568371
0.000105,0.000597,3,0.492241,0.541566
0.000103,0.00084,3,0.490454,0.488857
0.0001,0.000468,3,0.50056,0.574466
0.0001,0.000667,2,0.456479,0.568371
0.000104,0.001339,3,0.496576,0.586089
0.000102,0.000803,2,0.45689,0.597922
0.000105,0.000804,3,0.496576,0.586089
0.000237,0.001765,3,0.496576,0.586089
0.000106,0.001654,3,0.496576,0.586089
0.000105,0.000796,2,0.442048,0.512003
0.000107,0.000951,3,0.496576,0.586089
0.000103,0.001207,3,0.50056,0.574466
0.000108,0.00076,3,0.496576,0.586089
0.000106,0.001246,3,0.490454,0.488857
0.000103,0.000771,4,0.500334,0.541301
0.0001,0.001559,3,0.50056,0.574466
0.000294,0.001948,4,0.495563,0.567952
0.000116,0.000453,4,0.49141,0.5793
0.000119,0.000836,3,0.490454,0.488857
0.000111,0.001614,3,0.50056,0.574466
0.000113,0.00069,3,0.496576,0.586089
0.000158,0.001456,3,0.496576,0.586089
0.0001,0.000467,3,0.496576,0.586089
0.000101,0.001029,2,0.450772,0.544212
0.000113,0.000542,3,0.490475,0.513872
0.000102,0.001645,4,0.485703,0.605318
0.000106,0.000783,4,0.485703,0.605318
0.0001,0.001093,2,0.456479,0.568371
0.000136,0.000738,4,0.487076,0.536103
