time_of_build_graph(sec),time_of_algo(sec),#comm,modularity,NMI
3.39519e-313,0.002477,4,0.520457,0.562028
3.39519e-313,0.004611,4,0.525195,0.602562
3.39519e-313,0.002344,4,0.523797,0.55411
3.39519e-313,0.002868,4,0.528334,0.573482
3.39519e-313,0.002743,4,0.522609,0.555436
3.39519e-313,0.003095,4,0.51276,0.513713
3.39519e-313,0.002604,4,0.500324,0.485156
3.39519e-313,0.002519,4,0.518848,0.528151
3.39519e-313,0.006631,4,0.519735,0.5175
3.39519e-313,0.002432,4,0.52156,0.536477
3.39519e-313,0.002923,4,0.513641,0.504998
3.39519e-313,0.003032,4,0.528651,0.590103
3.39519e-313,0.003161,4,0.504633,0.538901
3.39519e-313,0.00321,5,0.512639,0.485296
3.39519e-313,0.002711,3,0.486487,0.541731
3.39519e-313,0.003443,4,0.515755,0.540769
3.39519e-313,0.002921,4,0.52665,0.561273
3.39519e-313,0.003255,3,0.501185,0.556569
3.39519e-313,0.002182,5,0.522012,0.565734
3.39519e-313,0.002279,4,0.516613,0.546478
3.39519e-313,0.002526,4,0.515585,0.525048
3.39519e-313,0.002435,5,0.51088,0.537204
3.39519e-313,0.002556,4,0.510448,0.503295
3.39519e-313,0.002353,4,0.519195,0.541638
3.39519e-313,0.002167,4,0.516907,0.473807
3.39519e-313,0.003126,4,0.527124,0.550877
3.39519e-313,0.00243,4,0.511875,0.531245
3.39519e-313,0.003229,4,0.519094,0.562028
3.39519e-313,0.003265,4,0.513716,0.588047
3.39519e-313,0.003237,4,0.504962,0.536529
3.39519e-313,0.003008,4,0.513215,0.547673
3.39519e-313,0.002894,4,0.528851,0.573731
3.39519e-313,0.003073,3,0.496735,0.566636
3.39519e-313,0.003149,4,0.525026,0.529986
3.39519e-313,0.002361,5,0.519148,0.495911
3.39519e-313,0.003009,4,0.528651,0.590103
3.39519e-313,0.003035,4,0.513731,0.478721
3.39519e-313,0.003104,4,0.517626,0.515399
3.39519e-313,0.002895,4,0.500756,0.575436
3.39519e-313,0.00359,4,0.523797,0.55411
3.39519e-313,0.004113,4,0.52665,0.561273
3.39519e-313,0.004009,4,0.524172,0.563988
3.39519e-313,0.003273,4,0.513215,0.547673
3.39519e-313,0.004042,4,0.524005,0.569458
3.39519e-313,0.003139,4,0.524691,0.550302
3.39519e-313,0.003797,4,0.492827,0.490444
3.39519e-313,0.0039,4,0.518763,0.520372
3.39519e-313,0.002943,4,0.528157,0.553662
3.39519e-313,0.003064,3,0.49817,0.519449
3.39519e-313,0.005969,5,0.528548,0.503835
3.39519e-313,0.00257,4,0.528157,0.553662
3.39519e-313,0.001025,4,0.517932,0.542433
3.39519e-313,0.001024,4,0.527185,0.570195
3.39519e-313,0.001964,4,0.526319,0.508445
3.39519e-313,0.001106,4,0.528651,0.590103
3.39519e-313,0.001022,4,0.514423,0.487837
3.39519e-313,0.001177,4,0.52501,0.581153
3.39519e-313,0.001214,5,0.528635,0.513737
3.39519e-313,0.001597,5,0.528797,0.547744
3.39519e-313,0.003186,5,0.51974,0.564444
3.39519e-313,0.001346,4,0.522506,0.516033
3.39519e-313,0.001229,4,0.518501,0.505322
3.39519e-313,0.001041,4,0.523797,0.55411
3.39519e-313,0.001475,5,0.524969,0.49533
3.39519e-313,0.000859,4,0.52501,0.581153
3.39519e-313,0.001116,3,0.49004,0.483249
3.39519e-313,0.001187,4,0.498427,0.507257
3.39519e-313,0.000998,4,0.518501,0.532431
3.39519e-313,0.001185,4,0.514459,0.547673
3.39519e-313,0.001292,4,0.528381,0.537426
3.39519e-313,0.001121,4,0.528157,0.553662
3.39519e-313,0.001245,4,0.499733,0.523443
3.39519e-313,0.002953,4,0.517426,0.519492
3.39519e-313,0.001143,4,0.520943,0.49288
3.39519e-313,0.000984,4,0.5048,0.503311
3.39519e-313,0.000884,4,0.528157,0.553662
3.39519e-313,0.001802,4,0.519349,0.560484
3.39519e-313,0.00116,4,0.512459,0.545492
3.39519e-313,0.001142,4,0.521426,0.572466
3.39519e-313,0.00269,6,0.526051,0.519958
3.39519e-313,0.001727,4,0.524609,0.564378
3.39519e-313,0.001165,4,0.49521,0.493598
3.39519e-313,0.001011,4,0.513125,0.51771
3.39519e-313,0.001345,4,0.520326,0.515829
3.39519e-313,0.000955,4,0.524938,0.541842
3.39519e-313,0.001122,5,0.525797,0.519869
3.39519e-313,0.001172,4,0.528651,0.590103
3.39519e-313,0.001319,4,0.524105,0.574371
3.39519e-313,0.001292,4,0.518202,0.525198
3.39519e-313,0.001219,4,0.493485,0.452833
3.39519e-313,0.001073,4,0.525427,0.585938
3.39519e-313,0.001121,4,0.512623,0.512218
3.39519e-313,0.001137,4,0.528157,0.553662
3.39519e-313,0.00115,4,0.528651,0.590103
3.39519e-313,0.001554,4,0.523884,0.559508
3.39519e-313,0.001171,5,0.51331,0.498475
3.39519e-313,0.001053,4,0.515359,0.519492
3.39519e-313,0.001061,4,0.511798,0.503468
3.39519e-313,0.001952,5,0.516472,0.473817
3.39519e-313,0.001639,5,0.521524,0.56959
3.39519e-313,0.001184,4,0.528496,0.569458
3.39519e-313,0.001084,5,0.52862,0.528877
3.39519e-313,0.002128,5,0.523295,0.488269
3.39519e-313,0.001248,4,0.52066,0.586243
3.39519e-313,0.000984,4,0.513539,0.497608
3.39519e-313,0.001202,4,0.498427,0.507257
3.39519e-313,0.001212,4,0.498427,0.507257
3.39519e-313,0.001094,4,0.522758,0.512133
3.39519e-313,0.001077,4,0.528496,0.569458
3.39519e-313,0.001151,4,0.524105,0.574371
3.39519e-313,0.001199,6,0.515768,0.457475
3.39519e-313,0.001135,4,0.52137,0.5583
3.39519e-313,0.000947,4,0.521264,0.532431
3.39519e-313,0.00098,4,0.512814,0.564378
3.39519e-313,0.001207,4,0.508587,0.48391
3.39519e-313,0.001334,4,0.524609,0.564378
3.39519e-313,0.001632,5,0.518642,0.519238
3.39519e-313,0.00122,4,0.518688,0.549746
3.39519e-313,0.001276,4,0.528697,0.553102
3.39519e-313,0.001083,4,0.523277,0.573464
3.39519e-313,0.000906,4,0.509039,0.49863
3.39519e-313,0.0009,5,0.528813,0.532604
3.39519e-313,0.001073,4,0.527185,0.570195
3.39519e-313,0.001277,3,0.496735,0.566636
3.39519e-313,0.002015,4,0.517097,0.506285
3.39519e-313,0.000977,5,0.513806,0.513095
3.39519e-313,0.001899,4,0.526434,0.540293
3.39519e-313,0.002745,4,0.51911,0.505322
3.39519e-313,0.00091,4,0.518763,0.520372
3.39519e-313,0.001191,5,0.524915,0.521792
3.39519e-313,0.001031,4,0.518778,0.520372
3.39519e-313,0.0009,4,0.518501,0.532431
3.39519e-313,0.001144,4,0.528334,0.573482
3.39519e-313,0.001075,4,0.528334,0.573482
3.39519e-313,0.001003,5,0.515541,0.515958
3.39519e-313,0.002581,4,0.498254,0.496845
3.39519e-313,0.000949,4,0.528157,0.553662
3.39519e-313,0.001077,4,0.516562,0.519492
3.39519e-313,0.001451,4,0.509572,0.494371
3.39519e-313,0.001121,4,0.528651,0.590103
3.39519e-313,0.001449,4,0.511744,0.556165
3.39519e-313,0.000889,4,0.528157,0.553662
3.39519e-313,0.0027,5,0.524563,0.512807
3.39519e-313,0.002651,4,0.528157,0.553662
3.39519e-313,0.001116,4,0.509772,0.502761
3.39519e-313,0.000867,4,0.528157,0.553662
3.39519e-313,0.001316,4,0.502106,0.509616
3.39519e-313,0.001224,4,0.528496,0.569458
3.39519e-313,0.001326,4,0.518778,0.516033
3.39519e-313,0.001316,4,0.518346,0.54827
3.39519e-313,0.001139,4,0.528157,0.553662
3.39519e-313,0.001165,4,0.499779,0.481341
3.39519e-313,0.001112,4,0.506067,0.550877
3.39519e-313,0.001457,4,0.523989,0.537731
3.39519e-313,0.00131,4,0.518763,0.520372
3.39519e-313,0.001199,4,0.520997,0.532958
3.39519e-313,0.001812,4,0.512523,0.519521
3.39519e-313,0.001032,4,0.504993,0.463954
3.39519e-313,0.000937,4,0.516233,0.542433
3.39519e-313,0.001102,4,0.528851,0.573731
3.39519e-313,0.001072,4,0.528334,0.573482
3.39519e-313,0.001054,4,0.496534,0.519788
3.39519e-313,0.001203,4,0.523989,0.537731
3.39519e-313,0.001097,4,0.514374,0.562028
3.39519e-313,0.001271,4,0.524105,0.574371
3.39519e-313,0.001265,4,0.52446,0.574031
3.39519e-313,0.001191,5,0.525853,0.512234
3.39519e-313,0.001,4,0.522357,0.528151
3.39519e-313,0.000906,6,0.514924,0.482707
3.39519e-313,0.0012,5,0.516151,0.496672
3.39519e-313,0.00103,4,0.518454,0.537175
3.39519e-313,0.00117,4,0.517421,0.555436
3.39519e-313,0.001274,4,0.522701,0.570346
3.39519e-313,0.001014,4,0.524864,0.54788
3.39519e-313,0.001233,4,0.521987,0.550877
3.39519e-313,0.001242,4,0.509703,0.500637
3.39519e-313,0.001141,4,0.522187,0.516647
3.39519e-313,0.001625,4,0.524105,0.574371
3.39519e-313,0.001118,4,0.520598,0.536569
3.39519e-313,0.001401,4,0.511482,0.539793
3.39519e-313,0.001093,4,0.528157,0.553662
3.39519e-313,0.001206,5,0.498239,0.492265
3.39519e-313,0.00161,5,0.513446,0.499772
3.39519e-313,0.001066,4,0.523797,0.55411
3.39519e-313,0.001031,5,0.518233,0.539401
3.39519e-313,0.001229,4,0.522506,0.516033
3.39519e-313,0.001055,5,0.520562,0.496199
3.39519e-313,0.001089,4,0.511852,0.544408
3.39519e-313,0.001624,4,0.528651,0.590103
3.39519e-313,0.001222,4,0.515207,0.52683
3.39519e-313,0.00124,4,0.528651,0.590103
3.39519e-313,0.001189,4,0.524172,0.563988
3.39519e-313,0.001174,4,0.528496,0.569458
3.39519e-313,0.001103,4,0.520753,0.516033
3.39519e-313,0.001163,4,0.514778,0.530061
3.39519e-313,0.002767,5,0.495542,0.502105
3.39519e-313,0.00102,5,0.517799,0.511685
3.39519e-313,0.001255,4,0.515595,0.54827
3.39519e-313,0.001016,4,0.527185,0.570195
3.39519e-313,0.001278,4,0.516855,0.506109
3.39519e-313,0.00119,4,0.524434,0.548178
